category,subcategory,service_type,name,short_description,description,duration_in_minutes,session,price_in_czk,benefits,image
Tvarování těla,Endos-roller,single,Endos-roller – celé tělo,Profesionální endos-roller – celé tělo pro viditelné zlepšení. Lymfatická drenáž. Délka: 75 min.,"Endos-roller – celé tělo je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Lymfatická drenáž
• celkové odvodnění
• úleva od těžkých nohou
• mikrocirkulace

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 75 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",75,1,1900,"Lymfatická drenáž, celkové odvodnění, úleva od těžkých nohou, mikrocirkulace","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Endos-roller,package,Endos-roller – balíček 6 ošetření (celé tělo),Profesionální endos-roller – balíček 6 ošetření (celé tělo) pro viditelné zlepšení. Podpora lymfy. Délka: 75 min.,"Endos-roller – balíček 6 ošetření (celé tělo) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Podpora lymfy
• zpevnění celého těla
• odlehčení
• hladší kontury

Plán a doporučení:
Doporučený plán: 6. Délka ošetření: 75 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",75,6,10260,"Podpora lymfy, zpevnění celého těla, odlehčení, hladší kontury","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Endos-roller,package,Endos-roller – balíček 10 ošetření (celé tělo),Profesionální endos-roller – balíček 10 ošetření (celé tělo) pro viditelné zlepšení. Dlouhodobá podpora lymfy. Délka: 75 min.,"Endos-roller – balíček 10 ošetření (celé tělo) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Dlouhodobá podpora lymfy
• celkové zpevnění
• odvodnění
• viditelná transformace

Plán a doporučení:
Doporučený plán: 10. Délka ošetření: 75 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",75,10,16150,"Dlouhodobá podpora lymfy, celkové zpevnění, odvodnění, viditelná transformace","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Endos-roller,single,Endos-roller – obličej a dekolt,Profesionální endos-roller – obličej a dekolt pro viditelné zlepšení. Odvodnění obličeje. Délka: 30 min.,"Endos-roller – obličej a dekolt je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Odvodnění obličeje
• redukce otoků
• rozjasnění
• podpora mikrocirkulace

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 30 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",30,1,600,"Odvodnění obličeje, redukce otoků, rozjasnění, podpora mikrocirkulace","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Endos-roller,package,Endos-roller – balíček 6 ošetření (obličej a dekolt),Profesionální endos-roller – balíček 6 ošetření (obličej a dekolt) pro viditelné zlepšení. Podpora lymfy v obličeji. Délka: 30 min.,"Endos-roller – balíček 6 ošetření (obličej a dekolt) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Podpora lymfy v obličeji
• zpevnění
• hladší kontury
• dlouhodobá svěžest

Plán a doporučení:
Doporučený plán: 6. Délka ošetření: 30 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",30,6,3240,"Podpora lymfy v obličeji, zpevnění, hladší kontury, dlouhodobá svěžest","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Endos-roller,package,Endos-roller – balíček 10 ošetření (obličej a dekolt),Profesionální endos-roller – balíček 10 ošetření (obličej a dekolt) pro viditelné zlepšení. Dlouhodobé zlepšení pleti. Délka: 30 min.,"Endos-roller – balíček 10 ošetření (obličej a dekolt) je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Dlouhodobé zlepšení pleti
• zpevnění
• tvarování
• zářivý vzhled

Plán a doporučení:
Doporučený plán: 10. Délka ošetření: 30 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",30,10,5100,"Dlouhodobé zlepšení pleti, zpevnění, tvarování, zářivý vzhled","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Kavitace,single,Kavitace – paže,Profesionální kavitace – paže pro viditelné zlepšení. Redukce tuku na pažích. Délka: 60 min.,"Kavitace – paže je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce tuku na pažích
• neinvazivní metoda
• vyhlazení pokožky
• tvarování kontur

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,900,"Redukce tuku na pažích, neinvazivní metoda, vyhlazení pokožky, tvarování kontur","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Kavitace,single,Kavitace – břicho,Profesionální kavitace – břicho pro viditelné zlepšení. Redukce tuku na břiše. Délka: 60 min.,"Kavitace – břicho je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce tuku na břiše
• neinvazivní zeštíhlení
• vyhlazení kontur
• tvarování

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,1100,"Redukce tuku na břiše, neinvazivní zeštíhlení, vyhlazení kontur, tvarování","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Kavitace,single,Kavitace – nohy,Profesionální kavitace – nohy pro viditelné zlepšení. Zeštíhlení nohou. Délka: 60 min.,"Kavitace – nohy je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zeštíhlení nohou
• redukce tuku
• vyhlazení pokožky
• tvarování kontur

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,1100,"Zeštíhlení nohou, redukce tuku, vyhlazení pokožky, tvarování kontur","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Kavitace,single,Kavitace – hýždě,Profesionální kavitace – hýždě pro viditelné zlepšení. Redukce tuku na hýždích. Délka: 60 min.,"Kavitace – hýždě je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce tuku na hýždích
• zpevnění
• tvarování kontur
• vyhlazení pokožky

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,1100,"Redukce tuku na hýždích, zpevnění, tvarování kontur, vyhlazení pokožky","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,Kavitace,single,Kavitace – 2 partie,Profesionální kavitace – 2 partie pro viditelné zlepšení. Redukce tuku ve dvou partiích. Délka: 100 min.,"Kavitace – 2 partie je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Redukce tuku ve dvou partiích
• redukce celulitidy
• neinvazivní metoda
• časová úspora

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 100 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",100,1,2000,"Redukce tuku ve dvou partiích, redukce celulitidy, neinvazivní metoda, časová úspora","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Tvarování těla,LPG endermologie,single,LPG – celé tělo,Profesionální lpg – celé tělo pro viditelné zlepšení. Zlepšení cirkulace. Délka: 60 min.,"LPG – celé tělo je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zlepšení cirkulace
• zvýšení pružnosti
• redukce celulitidy
• tvarování postavy

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,1600,"Zlepšení cirkulace, zvýšení pružnosti, redukce celulitidy, tvarování postavy","ems/budovani-svalu-1.jpeg, ems/budovani-svalu-2.png, ems/budovani-svalu-3.png, ems/budovani-svalu-4.png"
Ostatní služby,Obličejové procedury,single,Obličejová modelace + lifting,Profesionální obličejová modelace + lifting pro viditelné zlepšení obličej. Vypnutí pleti. Délka: 60 min.,"Obličejová modelace + lifting je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu. Zaměřujeme se na oblast: obličej.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Vypnutí pleti
• konturace obličeje
• odvodnění
• viditelný lifting efekt

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,700,"Vypnutí pleti, konturace obličeje, odvodnění, viditelný lifting efekt",service-ostatni.jpg
Ostatní služby,Péče o vlasy,single,Prodloužení vlasů – nové nasazení,Profesionální prodloužení vlasů – nové nasazení pro viditelné zlepšení. Přirozený vzhled. Délka: 180 min.,"Prodloužení vlasů – nové nasazení je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Přirozený vzhled
• bezpečné uchycení
• delší vlasy
• bez poškození

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 180 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",180,1,26,"Přirozený vzhled, bezpečné uchycení, delší vlasy, bez poškození",service-ostatni.jpg
Ostatní služby,Péče o vlasy,single,Prodloužení vlasů – posunutí,Profesionální prodloužení vlasů – posunutí pro viditelné zlepšení. Komfortní nošení. Délka: 120 min.,"Prodloužení vlasů – posunutí je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Komfortní nošení
• delší životnost spojů
• profesionální údržba
• zdravé vlasy

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 120 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",120,1,29,"Komfortní nošení, delší životnost spojů, profesionální údržba, zdravé vlasy",service-ostatni.jpg
Ostatní služby,Péče o vlasy,single,Rozčesání dredů,Profesionální rozčesání dredů pro viditelné zlepšení. Šetrné rozčesání. Délka: 30 min.,"Rozčesání dredů je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Šetrné rozčesání
• minimální poškození
• profesionální péče
• postupná úprava

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 30 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",30,1,300,"Šetrné rozčesání, minimální poškození, profesionální péče, postupná úprava",service-ostatni.jpg
Hydrafacial,Hydrafacial,single,Hydrafacial – Basic,Profesionální hydrafacial – basic pro viditelné zlepšení. Hloubkové čištění. Délka: 60 min.,"Hydrafacial – Basic je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Hloubkové čištění
• intenzivní hydratace
• sjednocení tónu
• okamžitý jas

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,1650,"Hloubkové čištění, intenzivní hydratace, sjednocení tónu, okamžitý jas",service-cosmetic.jpg
Hydrafacial,Hydrafacial,single,Hydrafacial – Standard,Profesionální hydrafacial – standard pro viditelné zlepšení. Zpevnění pleti. Délka: 60 min.,"Hydrafacial – Standard je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Zpevnění pleti
• hloubková hydratace
• kyslíková infuze
• zlepšení kvality pleti

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,1900,"Zpevnění pleti, hloubková hydratace, kyslíková infuze, zlepšení kvality pleti",service-cosmetic.jpg
Hydrafacial,Hydrafacial,single,Hydrafacial – Premium,Profesionální hydrafacial – premium pro viditelné zlepšení. Maximální hydratace. Délka: 60 min.,"Hydrafacial – Premium je pečlivě navržené ošetření, které cílí na klíčové potřeby pleti i těla a přináší viditelné zlepšení vzhledu i komfortu.

Jak to probíhá:
Průběh je relaxační a zároveň účinný; techniky a intenzitu volíme individuálně podle cíle ošetření. Po ošetření je obvyklý okamžitý pocit svěžesti a postupně se zlepšuje vzhled pleti či kontur.

**Co tím získáte:**
• Maximální hydratace
• vypnutí pleti
• rozjasnění
• LED terapie

Plán a doporučení:
Doporučený plán: 1. Délka ošetření: 60 min. Pro nejlepší výsledek doporučujeme pravidelnost a domácí péči podle našich tipů.

Kontraindikace: těhotenství, akutní záněty, otevřené rány, kovové implantáty v ošetřované oblasti a závažné kardiovaskulární potíže. Vždy nás prosím informujte o svém zdravotním stavu.",60,1,2350,"Maximální hydratace, vypnutí pleti, rozjasnění, LED terapie",service-cosmetic.jpg
